Reason_ID,accm_txn_complete_time
14787,9/26/2027
119874,9/27/2027
45527,9/28/2027
23970,9/29/2027
80331,9/30/2027
25682,10/1/2027
14560,10/2/2027
112391,10/3/2027
124711,10/4/2027
1896,10/5/2027
89848,10/6/2027
105539,10/7/2027
62398,10/8/2027
61386,10/9/2027
95491,10/10/2027
27775,10/11/2027
85022,10/12/2027
25778,10/13/2027
109225,10/14/2027
71928,10/15/2027
62473,10/16/2027
113983,10/17/2027
28690,10/18/2027
128718,10/19/2027
78035,10/20/2027
97863,10/21/2027
84867,10/22/2027
47932,10/23/2027
119302,10/24/2027
76644,10/25/2027
8026,10/26/2027
36504,10/27/2027
85490,10/28/2027
6978,10/29/2027
93212,10/30/2027
84183,10/31/2027
67968,11/1/2027
45719,11/2/2027
109062,11/3/2027
114835,11/4/2027
100982,11/5/2027
63793,11/6/2027
53580,11/7/2027
58033,11/8/2027
72620,11/9/2027
60598,11/10/2027
115292,11/11/2027
96135,11/12/2027
107633,11/13/2027
79516,11/14/2027
29681,11/15/2027
24613,11/16/2027
81952,11/17/2027
109154,11/18/2027
2018,11/19/2027
22363,11/20/2027
54312,11/21/2027
13977,11/22/2027
4849,11/23/2027
78821,11/24/2027
19409,11/25/2027
1491,11/26/2027
91845,11/27/2027
92791,11/28/2027
38522,11/29/2027
24309,11/30/2027
70599,12/1/2027
55386,12/2/2027
52337,12/3/2027
58253,12/4/2027
86750,12/5/2027
50911,12/6/2027
105702,12/7/2027
61818,12/8/2027
95500,12/9/2027
36435,12/10/2027
79734,12/11/2027
71907,12/12/2027
97307,12/13/2027
51029,12/14/2027
34313,12/15/2027
95908,12/16/2027
17612,12/17/2027
91370,12/18/2027
56813,12/19/2027
91908,12/20/2027
92527,12/21/2027
58544,12/22/2027
54336,12/23/2027
114069,12/24/2027
22676,12/25/2027
50358,12/26/2027
8408,12/27/2027
35769,12/28/2027
42679,12/29/2027
57490,12/30/2027
43974,12/31/2027
92016,1/1/2028
104863,1/2/2028
11993,1/3/2028
81354,1/4/2028
45486,1/5/2028
48595,1/6/2028
17657,1/7/2028
54905,1/8/2028
31194,1/9/2028
80566,1/10/2028
110750,1/11/2028
104994,1/12/2028
115021,1/13/2028
75783,1/14/2028
34660,1/15/2028
37772,1/16/2028
1409,1/17/2028
66794,1/18/2028
31892,1/19/2028
108887,1/20/2028
108467,1/21/2028
80214,1/22/2028
58312,1/23/2028
63935,1/24/2028
119036,1/25/2028
92774,1/26/2028
66236,1/27/2028
98962,1/28/2028
42509,1/29/2028
26507,1/30/2028
21486,1/31/2028
45866,2/1/2028
117358,2/2/2028
53715,2/3/2028
96598,2/4/2028
72560,2/5/2028
66498,2/6/2028
122787,2/7/2028
63584,2/8/2028
118882,2/9/2028
78533,2/10/2028
75175,2/11/2028
26213,2/12/2028
95358,2/13/2028
102041,2/14/2028
108387,2/15/2028
34205,2/16/2028
63804,2/17/2028
68404,2/18/2028
123202,2/19/2028
90963,2/20/2028
55239,2/21/2028
25942,2/22/2028
45935,2/23/2028
105848,2/24/2028
88334,2/25/2028
90987,2/26/2028
17452,2/27/2028
86671,2/28/2028
129736,2/29/2028
81350,3/1/2028
31870,3/2/2028
45258,3/3/2028
15891,3/4/2028
93314,3/5/2028
48084,3/6/2028
83944,3/7/2028
40841,3/8/2028
92408,3/9/2028
11281,3/10/2028
23693,3/11/2028
69419,3/12/2028
125557,3/13/2028
26249,3/14/2028
47602,3/15/2028
18997,3/16/2028
91137,3/17/2028
88010,3/18/2028
75413,3/19/2028
125485,3/20/2028
76051,3/21/2028
103107,3/22/2028
121490,3/23/2028
17525,3/24/2028
34311,3/25/2028
31616,3/26/2028
122839,3/27/2028
17127,3/28/2028
107658,3/29/2028
89860,3/30/2028
105061,3/31/2028
86089,4/1/2028
84180,4/2/2028
27244,4/3/2028
82329,4/4/2028
75227,4/5/2028
46987,4/6/2028
102226,4/7/2028
103753,4/8/2028
33873,4/9/2028
104000,4/10/2028
10106,4/11/2028
3119,4/12/2028
19586,4/13/2028
88203,4/14/2028
39578,4/15/2028
114863,4/16/2028
118887,4/17/2028
119648,4/18/2028
33607,4/19/2028
112707,4/20/2028
21402,4/21/2028
122749,4/22/2028
16794,4/23/2028
48177,4/24/2028
116954,4/25/2028
91567,4/26/2028
15729,4/27/2028
89697,4/28/2028
63074,4/29/2028
114798,4/30/2028
43558,5/1/2028
126168,5/2/2028
39858,5/3/2028
25100,5/4/2028
50861,5/5/2028
98576,5/6/2028
51846,5/7/2028
94542,5/8/2028
77610,5/9/2028
117936,5/10/2028
9555,5/11/2028
28851,5/12/2028
96143,5/13/2028
67329,5/14/2028
122355,5/15/2028
89374,5/16/2028
25962,5/17/2028
117523,5/18/2028
11608,5/19/2028
50957,5/20/2028
78653,5/21/2028
57890,5/22/2028
110753,5/23/2028
90140,5/24/2028
3520,5/25/2028
3913,5/26/2028
80093,5/27/2028
40265,5/28/2028
85590,5/29/2028
5644,5/30/2028
2519,5/31/2028
46744,6/1/2028
74177,6/2/2028
54340,6/3/2028
957,6/4/2028
96489,6/5/2028
25318,6/6/2028
73463,6/7/2028
39220,6/8/2028
58918,6/9/2028
2239,6/10/2028
26918,6/11/2028
13676,6/12/2028
39053,6/13/2028
93851,6/14/2028
91425,6/15/2028
10367,6/16/2028
69055,6/17/2028
69948,6/18/2028
110841,6/19/2028
59801,6/20/2028
106107,6/21/2028
21290,6/22/2028
122083,6/23/2028
35497,6/24/2028
106531,6/25/2028
32243,6/26/2028
85050,6/27/2028
84411,6/28/2028
39052,6/29/2028
51780,6/30/2028
22758,7/1/2028
58616,7/2/2028
120215,7/3/2028
70180,7/4/2028
75318,7/5/2028
58306,7/6/2028
3185,7/7/2028
110092,7/8/2028
12117,7/9/2028
47826,7/10/2028
106791,7/11/2028
94722,7/12/2028
50363,7/13/2028
7651,7/14/2028
65862,7/15/2028
100270,7/16/2028
70405,7/17/2028
93864,7/18/2028
45100,7/19/2028
116981,7/20/2028
72497,7/21/2028
117841,7/22/2028
80343,7/23/2028
78711,7/24/2028
66461,7/25/2028
28379,7/26/2028
129306,7/27/2028
30943,7/28/2028
4330,7/29/2028
5268,7/30/2028
109208,7/31/2028
102061,8/1/2028
25991,8/2/2028
46107,8/3/2028
51907,8/4/2028
57241,8/5/2028
123896,8/6/2028
118355,8/7/2028
128823,8/8/2028
40181,8/9/2028
77039,8/10/2028
53655,8/11/2028
61362,8/12/2028
33269,8/13/2028
81427,8/14/2028
105475,8/15/2028
24917,8/16/2028
38328,8/17/2028
101554,8/18/2028
6825,8/19/2028
70492,8/20/2028
7039,8/21/2028
101371,8/22/2028
84332,8/23/2028
37744,8/24/2028
61381,8/25/2028
77926,8/26/2028
33509,8/27/2028
93270,8/28/2028
121347,8/29/2028
108684,8/30/2028
124925,8/31/2028
125236,9/1/2028
101314,9/2/2028
121287,9/3/2028
79510,9/4/2028
15510,9/5/2028
129182,9/6/2028
1225,9/7/2028
35147,9/8/2028
14724,9/9/2028
101380,9/10/2028
112213,9/11/2028
14196,9/12/2028
110528,9/13/2028
114028,9/14/2028
56221,9/15/2028
58819,9/16/2028
54019,9/17/2028
25065,9/18/2028
29957,9/19/2028
90753,9/20/2028
22557,9/21/2028
122081,9/22/2028
71697,9/23/2028
78572,9/24/2028
60201,9/25/2028
46022,9/26/2028
35220,9/27/2028
83770,9/28/2028
2364,9/29/2028
32574,9/30/2028
45415,10/1/2028
4502,10/2/2028
83245,10/3/2028
32406,10/4/2028
34410,10/5/2028
70762,10/6/2028
21748,10/7/2028
63137,10/8/2028
1629,10/9/2028
127813,10/10/2028
10512,10/11/2028
16504,10/12/2028
71605,10/13/2028
124227,10/14/2028
127589,10/15/2028
17566,10/16/2028
85206,10/17/2028
882,10/18/2028
4311,10/19/2028
7416,10/20/2028
2454,10/21/2028
69770,10/22/2028
33692,10/23/2028
76492,10/24/2028
103013,10/25/2028
90096,10/26/2028
98667,10/27/2028
78611,10/28/2028
71238,10/29/2028
129027,10/30/2028
3697,10/31/2028
67848,11/1/2028
27159,11/2/2028
28630,11/3/2028
13366,11/4/2028
81429,11/5/2028
13720,11/6/2028
29830,11/7/2028
65980,11/8/2028
120213,11/9/2028
114961,11/10/2028
45134,11/11/2028
13462,11/12/2028
69748,11/13/2028
18034,11/14/2028
60752,11/15/2028
119675,11/16/2028
13630,11/17/2028
64505,11/18/2028
111270,11/19/2028
290,11/20/2028
1995,11/21/2028
9701,11/22/2028
128307,11/23/2028
88308,11/24/2028
107883,11/25/2028
69724,11/26/2028
17813,11/27/2028
10867,11/28/2028
11444,11/29/2028
115563,11/30/2028
72480,12/1/2028
57276,12/2/2028
115696,12/3/2028
76328,12/4/2028
95610,12/5/2028
102649,12/6/2028
7215,12/7/2028
36552,12/8/2028
104471,12/9/2028
54177,12/10/2028
89186,12/11/2028
82907,12/12/2028
19356,12/13/2028
45589,12/14/2028
18399,12/15/2028
69175,12/16/2028
82532,12/17/2028
29006,12/18/2028
91418,12/19/2028
65683,12/20/2028
47048,12/21/2028
27030,12/22/2028
49307,12/23/2028
19698,12/24/2028
49505,12/25/2028
69198,12/26/2028
118338,12/27/2028
110506,12/28/2028
72708,12/29/2028
77969,12/30/2028
40550,12/31/2028
24752,1/1/2029
7158,1/2/2029
117463,1/3/2029
110519,1/4/2029
109859,1/5/2029
8409,1/6/2029
97098,1/7/2029
21759,1/8/2029
60378,1/9/2029
119581,1/10/2029
17464,1/11/2029
23954,1/12/2029
39497,1/13/2029
115878,1/14/2029
96733,1/15/2029
62105,1/16/2029
61516,1/17/2029
70931,1/18/2029
1640,1/19/2029
45558,1/20/2029
98683,1/21/2029
47454,1/22/2029
103465,1/23/2029
112388,1/24/2029
114983,1/25/2029
116522,1/26/2029
117896,1/27/2029
3069,1/28/2029
110244,1/29/2029
72003,1/30/2029
88943,1/31/2029
38910,2/1/2029
66278,2/2/2029
44373,2/3/2029
27324,2/4/2029
94245,2/5/2029
103596,2/6/2029
25732,2/7/2029
71236,2/8/2029
27618,2/9/2029
32374,2/10/2029
58015,2/11/2029
14551,2/12/2029
27026,2/13/2029
101258,2/14/2029
72457,2/15/2029
115678,2/16/2029
116176,2/17/2029
50871,2/18/2029
8503,2/19/2029
29591,2/20/2029
50999,2/21/2029
104303,2/22/2029
43511,2/23/2029
1018,2/24/2029
104273,2/25/2029
110588,2/26/2029
94135,2/27/2029
89566,2/28/2029
50226,3/1/2029
23440,3/2/2029
81227,3/3/2029
34617,3/4/2029
50297,3/5/2029
93943,3/6/2029
45385,3/7/2029
109023,3/8/2029
96262,3/9/2029
29912,3/10/2029
40104,3/11/2029
69048,3/12/2029
11600,3/13/2029
30121,3/14/2029
91927,3/15/2029
5620,3/16/2029
8468,3/17/2029
58614,3/18/2029
123846,3/19/2029
118109,3/20/2029
20047,3/21/2029
127517,3/22/2029
10334,3/23/2029
9055,3/24/2029
98990,3/25/2029
44738,3/26/2029
93031,3/27/2029
69556,3/28/2029
107361,3/29/2029
81325,3/30/2029
44612,3/31/2029
25893,4/1/2029
25092,4/2/2029
106444,4/3/2029
121252,4/4/2029
66425,4/5/2029
113999,4/6/2029
47297,4/7/2029
95914,4/8/2029
10937,4/9/2029
127886,4/10/2029
52711,4/11/2029
49638,4/12/2029
41952,4/13/2029
21882,4/14/2029
125054,4/15/2029
109018,4/16/2029
39442,4/17/2029
87712,4/18/2029
129331,4/19/2029
102588,4/20/2029
100659,4/21/2029
91188,4/22/2029
102686,4/23/2029
56728,4/24/2029
41655,4/25/2029
86725,4/26/2029
74213,4/27/2029
114731,4/28/2029
67304,4/29/2029
44220,4/30/2029
1363,5/1/2029
110050,5/2/2029
92092,5/3/2029
40542,5/4/2029
128079,5/5/2029
67909,5/6/2029
44550,5/7/2029
6572,5/8/2029
93566,5/9/2029
62750,5/10/2029
11644,5/11/2029
70888,5/12/2029
53251,5/13/2029
66606,5/14/2029
124861,5/15/2029
4555,5/16/2029
113674,5/17/2029
85803,5/18/2029
8631,5/19/2029
93186,5/20/2029
35920,5/21/2029
88404,5/22/2029
125214,5/23/2029
19123,5/24/2029
30223,5/25/2029
60734,5/26/2029
85742,5/27/2029
3861,5/28/2029
107039,5/29/2029
72562,5/30/2029
101950,5/31/2029
41833,6/1/2029
109738,6/2/2029
45611,6/3/2029
107729,6/4/2029
109878,6/5/2029
102793,6/6/2029
57788,6/7/2029
44926,6/8/2029
112791,6/9/2029
8761,6/10/2029
23365,6/11/2029
83817,6/12/2029
28198,6/13/2029
16644,6/14/2029
18698,6/15/2029
71180,6/16/2029
48004,6/17/2029
29409,6/18/2029
99798,6/19/2029
83573,6/20/2029
37578,6/21/2029
56171,6/22/2029
99197,6/23/2029
101420,6/24/2029
17457,6/25/2029
4053,6/26/2029
108271,6/27/2029
128944,6/28/2029
48736,6/29/2029
79235,6/30/2029
57007,7/1/2029
6814,7/2/2029
13128,7/3/2029
54447,7/4/2029
49429,7/5/2029
90644,7/6/2029
118816,7/7/2029
5870,7/8/2029
19011,7/9/2029
55059,7/10/2029
30086,7/11/2029
117665,7/12/2029
12065,7/13/2029
61168,7/14/2029
63298,7/15/2029
16808,7/16/2029
119156,7/17/2029
119771,7/18/2029
13313,7/19/2029
93987,7/20/2029
125129,7/21/2029
94325,7/22/2029
102688,7/23/2029
31203,7/24/2029
17223,7/25/2029
45926,7/26/2029
123273,7/27/2029
109373,7/28/2029
118482,7/29/2029
21715,7/30/2029
121889,7/31/2029
46490,8/1/2029
47535,8/2/2029
75426,8/3/2029
17516,8/4/2029
3899,8/5/2029
89782,8/6/2029
61211,8/7/2029
8077,8/8/2029
80963,8/9/2029
114709,8/10/2029
89504,8/11/2029
27096,8/12/2029
69140,8/13/2029
25399,8/14/2029
84151,8/15/2029
49215,8/16/2029
73989,8/17/2029
46030,8/18/2029
32047,8/19/2029
25662,8/20/2029
25472,8/21/2029
51505,8/22/2029
113791,8/23/2029
116304,8/24/2029
18596,8/25/2029
62589,8/26/2029
44985,8/27/2029
25615,8/28/2029
79119,8/29/2029
109775,8/30/2029
69690,8/31/2029
86666,9/1/2029
24470,9/2/2029
124501,9/3/2029
41035,9/4/2029
43619,9/5/2029
113860,9/6/2029
114459,9/7/2029
22464,9/8/2029
50022,9/9/2029
97107,9/10/2029
31370,9/11/2029
103369,9/12/2029
64293,9/13/2029
105081,9/14/2029
44080,9/15/2029
18017,9/16/2029
69894,9/17/2029
111812,9/18/2029
57003,9/19/2029
25181,9/20/2029
79612,9/21/2029
112164,9/22/2029
27757,9/23/2029
127316,9/24/2029
100401,9/25/2029
25131,9/26/2029
96336,9/27/2029
89231,9/28/2029
56762,9/29/2029
11980,9/30/2029
8295,10/1/2029
18771,10/2/2029
100157,10/3/2029
59467,10/4/2029
99873,10/5/2029
124062,10/6/2029
78662,10/7/2029
42092,10/8/2029
72285,10/9/2029
45168,10/10/2029
44754,10/11/2029
5781,10/12/2029
49369,10/13/2029
26102,10/14/2029
89760,10/15/2029
42986,10/16/2029
86384,10/17/2029
66722,10/18/2029
91438,10/19/2029
113405,10/20/2029
105564,10/21/2029
42171,10/22/2029
124528,10/23/2029
32264,10/24/2029
114687,10/25/2029
104220,10/26/2029
15761,10/27/2029
48065,10/28/2029
89390,10/29/2029
124794,10/30/2029
34375,10/31/2029
10482,11/1/2029
18146,11/2/2029
48342,11/3/2029
15914,11/4/2029
64938,11/5/2029
7104,11/6/2029
48150,11/7/2029
121738,11/8/2029
109219,11/9/2029
55811,11/10/2029
15461,11/11/2029
36095,11/12/2029
62746,11/13/2029
37950,11/14/2029
99114,11/15/2029
4974,11/16/2029
59349,11/17/2029
29125,11/18/2029
12515,11/19/2029
22108,11/20/2029
72556,11/21/2029
89556,11/22/2029
13780,11/23/2029
81758,11/24/2029
9368,11/25/2029
44270,11/26/2029
62634,11/27/2029
75031,11/28/2029
127117,11/29/2029
16318,11/30/2029
7985,12/1/2029
23344,12/2/2029
66305,12/3/2029
602,12/4/2029
51750,12/5/2029
78762,12/6/2029
56217,12/7/2029
99811,12/8/2029
77403,12/9/2029
18692,12/10/2029
118575,12/11/2029
82652,12/12/2029
32905,12/13/2029
75980,12/14/2029
82660,12/15/2029
62512,12/16/2029
76032,12/17/2029
68075,12/18/2029
112407,12/19/2029
101725,12/20/2029
112551,12/21/2029
101616,12/22/2029
106874,12/23/2029
87969,12/24/2029
124823,12/25/2029
114911,12/26/2029
101182,12/27/2029
27165,12/28/2029
73018,12/29/2029
62655,12/30/2029
8685,12/31/2029
9035,1/1/2030
94549,1/2/2030
73628,1/3/2030
94981,1/4/2030
104944,1/5/2030
102555,1/6/2030
55256,1/7/2030
29034,1/8/2030
90776,1/9/2030
74020,1/10/2030
35078,1/11/2030
63847,1/12/2030
24884,1/13/2030
33332,1/14/2030
91219,1/15/2030
13111,1/16/2030
56016,1/17/2030
13330,1/18/2030
18345,1/19/2030
38922,1/20/2030
15795,1/21/2030
29346,1/22/2030
38998,1/23/2030
57819,1/24/2030
123766,1/25/2030
125487,1/26/2030
105177,1/27/2030
105294,1/28/2030
58337,1/29/2030
32240,1/30/2030
106854,1/31/2030
3441,2/1/2030
53995,2/2/2030
99741,2/3/2030
70844,2/4/2030
3009,2/5/2030
29920,2/6/2030
108899,2/7/2030
124435,2/8/2030
108956,2/9/2030
25108,2/10/2030
80199,2/11/2030
52429,2/12/2030
100811,2/13/2030
6334,2/14/2030
330,2/15/2030
122263,2/16/2030
104404,2/17/2030
104679,2/18/2030
64008,2/19/2030
76639,2/20/2030
55302,2/21/2030
36304,2/22/2030
32398,2/23/2030
57298,2/24/2030
50626,2/25/2030
100817,2/26/2030
40963,2/27/2030
91290,2/28/2030
44150,3/1/2030
119457,3/2/2030
126848,3/3/2030
112405,3/4/2030
30023,3/5/2030
21429,3/6/2030
128256,3/7/2030
75817,3/8/2030
13860,3/9/2030
13092,3/10/2030
79928,3/11/2030
128234,3/12/2030
94551,3/13/2030
16388,3/14/2030
59230,3/15/2030
85028,3/16/2030
5910,3/17/2030
61392,3/18/2030
114839,3/19/2030
70424,3/20/2030
92250,3/21/2030
56104,3/22/2030
16436,3/23/2030
18834,3/24/2030
83778,3/25/2030
89626,3/26/2030
82578,3/27/2030
7123,3/28/2030
40199,3/29/2030
10673,3/30/2030
115509,3/31/2030
16981,4/1/2030
27083,4/2/2030
53370,4/3/2030
120044,4/4/2030
59201,4/5/2030
85763,4/6/2030
92927,4/7/2030
22028,4/8/2030
66251,4/9/2030
48657,4/10/2030
66691,4/11/2030
83074,4/12/2030
35510,4/13/2030
1170,4/14/2030
48387,4/15/2030
66819,4/16/2030
126983,4/17/2030
90697,4/18/2030
42182,4/19/2030
62918,4/20/2030
33792,4/21/2030
61621,4/22/2030
81570,4/23/2030
73912,4/24/2030
114177,4/25/2030
98735,4/26/2030
120232,4/27/2030
76983,4/28/2030
37138,4/29/2030
51499,4/30/2030
39678,5/1/2030
48416,5/2/2030
76045,5/3/2030
114466,5/4/2030
4874,5/5/2030
104300,5/6/2030
111296,5/7/2030
3289,5/8/2030
51432,5/9/2030
84172,5/10/2030
75830,5/11/2030
31742,5/12/2030
91127,5/13/2030
92404,5/14/2030
101345,5/15/2030
70849,5/16/2030
108827,5/17/2030
34387,5/18/2030
86872,5/19/2030
60252,5/20/2030
71609,5/21/2030
50712,5/22/2030
45531,5/23/2030
85971,5/24/2030
37267,5/25/2030
77325,5/26/2030
120146,5/27/2030
62082,5/28/2030
41977,5/29/2030
6962,5/30/2030
69520,5/31/2030
25207,6/1/2030
35662,6/2/2030
30028,6/3/2030
111389,6/4/2030
14452,6/5/2030
60008,6/6/2030
58385,6/7/2030
1064,6/8/2030
539,6/9/2030
108488,6/10/2030
91318,6/11/2030
59798,6/12/2030
98409,6/13/2030
128849,6/14/2030
46113,6/15/2030
101976,6/16/2030
91860,6/17/2030
21,6/18/2030
106477,6/19/2030
12456,6/20/2030
76178,6/21/2030
34421,6/22/2030
73046,6/23/2030
12099,6/24/2030
55761,6/25/2030
54071,6/26/2030
121345,6/27/2030
37791,6/28/2030
7938,6/29/2030
70504,6/30/2030
63445,7/1/2030
41220,7/2/2030
127822,7/3/2030
59665,7/4/2030
127283,7/5/2030
44470,7/6/2030
24788,7/7/2030
39983,7/8/2030
9287,7/9/2030
103092,7/10/2030
33812,7/11/2030
53551,7/12/2030
650,7/13/2030
62855,7/14/2030
49623,7/15/2030
36792,7/16/2030
72954,7/17/2030
46059,7/18/2030
96251,7/19/2030
125905,7/20/2030
59768,7/21/2030
7936,7/22/2030
22735,7/23/2030
117739,7/24/2030
109989,7/25/2030
123755,7/26/2030
117144,7/27/2030
69121,7/28/2030
25641,7/29/2030
28277,7/30/2030
36908,7/31/2030
61384,8/1/2030
46209,8/2/2030
72329,8/3/2030
12,8/4/2030
23742,8/5/2030
48439,8/6/2030
97595,8/7/2030
77841,8/8/2030
49646,8/9/2030
61436,8/10/2030
90918,8/11/2030
77930,8/12/2030
61519,8/13/2030
14125,8/14/2030
88548,8/15/2030
21217,8/16/2030
123771,8/17/2030
100496,8/18/2030
62932,8/19/2030
62892,8/20/2030
28306,8/21/2030
107327,8/22/2030
67224,8/23/2030
24722,8/24/2030
35340,8/25/2030
19399,8/26/2030
27245,8/27/2030
2354,8/28/2030
70541,8/29/2030
60829,8/30/2030
22449,8/31/2030
38069,9/1/2030
102722,9/2/2030
113978,9/3/2030
54658,9/4/2030
91396,9/5/2030
67987,9/6/2030
82630,9/7/2030
118251,9/8/2030
35003,9/9/2030
13088,9/10/2030
118791,9/11/2030
43890,9/12/2030
86086,9/13/2030
124485,9/14/2030
111586,9/15/2030
51688,9/16/2030
39237,9/17/2030
118130,9/18/2030
58786,9/19/2030
77373,9/20/2030
114841,9/21/2030
111427,9/22/2030
15563,9/23/2030
68125,9/24/2030
107010,9/25/2030
122336,9/26/2030
58891,9/27/2030
20484,9/28/2030
60960,9/29/2030
91237,9/30/2030
81234,10/1/2030
45960,10/2/2030
103344,10/3/2030
31490,10/4/2030
6088,10/5/2030
11751,10/6/2030
108196,10/7/2030
31280,10/8/2030
118980,10/9/2030
117968,10/10/2030
1789,10/11/2030
77556,10/12/2030
52636,10/13/2030
117093,10/14/2030
117155,10/15/2030
12142,10/16/2030
49591,10/17/2030
38417,10/18/2030
73472,10/19/2030
72874,10/20/2030
98898,10/21/2030
3951,10/22/2030
34060,10/23/2030
62554,10/24/2030
33445,10/25/2030
72538,10/26/2030
43661,10/27/2030
34347,10/28/2030
75026,10/29/2030
62132,10/30/2030
57843,10/31/2030
91779,11/1/2030
79756,11/2/2030
28560,11/3/2030
96755,11/4/2030
2833,11/5/2030
70885,11/6/2030
112859,11/7/2030
5335,11/8/2030
21027,11/9/2030
100354,11/10/2030
80311,11/11/2030
90904,11/12/2030
65590,11/13/2030
95678,11/14/2030
123479,11/15/2030
40730,11/16/2030
127220,11/17/2030
44391,11/18/2030
61361,11/19/2030
40552,11/20/2030
14634,11/21/2030
19067,11/22/2030
71359,11/23/2030
99524,11/24/2030
3059,11/25/2030
111501,11/26/2030
18671,11/27/2030
78545,11/28/2030
25276,11/29/2030
60402,11/30/2030
73665,12/1/2030
21344,12/2/2030
60919,12/3/2030
91059,12/4/2030
96864,12/5/2030
127503,12/6/2030
26145,12/7/2030
43419,12/8/2030
57784,12/9/2030
67645,12/10/2030
11474,12/11/2030
42692,12/12/2030
76324,12/13/2030
25512,12/14/2030
51228,12/15/2030
78196,12/16/2030
98214,12/17/2030
30534,12/18/2030
88995,12/19/2030
74289,12/20/2030
2140,12/21/2030
29579,12/22/2030
52900,12/23/2030
105595,12/24/2030
102424,12/25/2030
71057,12/26/2030
72847,12/27/2030
8411,12/28/2030
57972,12/29/2030
108908,12/30/2030
41161,12/31/2030
57722,1/1/2031
62595,1/2/2031
84728,1/3/2031
64988,1/4/2031
2340,1/5/2031
23140,1/6/2031
11812,1/7/2031
78591,1/8/2031
13828,1/9/2031
24726,1/10/2031
98367,1/11/2031
61652,1/12/2031
119738,1/13/2031
53942,1/14/2031
103749,1/15/2031
114407,1/16/2031
8237,1/17/2031
30578,1/18/2031
94452,1/19/2031
25267,1/20/2031
103225,1/21/2031
73407,1/22/2031
107214,1/23/2031
61424,1/24/2031
13325,1/25/2031
69649,1/26/2031
43125,1/27/2031
95804,1/28/2031
10122,1/29/2031
11824,1/30/2031
87064,1/31/2031
76587,2/1/2031
118917,2/2/2031
109592,2/3/2031
119763,2/4/2031
109503,2/5/2031
124613,2/6/2031
68055,2/7/2031
113074,2/8/2031
74417,2/9/2031
109918,2/10/2031
50853,2/11/2031
38947,2/12/2031
49701,2/13/2031
26725,2/14/2031
27417,2/15/2031
108655,2/16/2031
66801,2/17/2031
64962,2/18/2031
33271,2/19/2031
110467,2/20/2031
84029,2/21/2031
96885,2/22/2031
82038,2/23/2031
80923,2/24/2031
61998,2/25/2031
17930,2/26/2031
108302,2/27/2031
61899,2/28/2031
3895,3/1/2031
111147,3/2/2031
99960,3/3/2031
24647,3/4/2031
43033,3/5/2031
115339,3/6/2031
78334,3/7/2031
1580,3/8/2031
111232,3/9/2031
65990,3/10/2031
38728,3/11/2031
57813,3/12/2031
126895,3/13/2031
90338,3/14/2031
123194,3/15/2031
42933,3/16/2031
31227,3/17/2031
4539,3/18/2031
52270,3/19/2031
49454,3/20/2031
62870,3/21/2031
5039,3/22/2031
70170,3/23/2031
32932,3/24/2031
100657,3/25/2031
67341,3/26/2031
123925,3/27/2031
98107,3/28/2031
80178,3/29/2031
82104,3/30/2031
51107,3/31/2031
113997,4/1/2031
22265,4/2/2031
61180,4/3/2031
4172,4/4/2031
110314,4/5/2031
116157,4/6/2031
21331,4/7/2031
10810,4/8/2031
21369,4/9/2031
108663,4/10/2031
7444,4/11/2031
84330,4/12/2031
87354,4/13/2031
7019,4/14/2031
55390,4/15/2031
23836,4/16/2031
63999,4/17/2031
118676,4/18/2031
73603,4/19/2031
72150,4/20/2031
128098,4/21/2031
47834,4/22/2031
48267,4/23/2031
62671,4/24/2031
21488,4/25/2031
47608,4/26/2031
106324,4/27/2031
48307,4/28/2031
59585,4/29/2031
85392,4/30/2031
86749,5/1/2031
68839,5/2/2031
81020,5/3/2031
22387,5/4/2031
115593,5/5/2031
108180,5/6/2031
120115,5/7/2031
43195,5/8/2031
89022,5/9/2031
62597,5/10/2031
104988,5/11/2031
86825,5/12/2031
90522,5/13/2031
32450,5/14/2031
10469,5/15/2031
101972,5/16/2031
57646,5/17/2031
105812,5/18/2031
104739,5/19/2031
123570,5/20/2031
66765,5/21/2031
17701,5/22/2031
47229,5/23/2031
83290,5/24/2031
7054,5/25/2031
31265,5/26/2031
54708,5/27/2031
121245,5/28/2031
5426,5/29/2031
6886,5/30/2031
69446,5/31/2031
43720,6/1/2031
65151,6/2/2031
58309,6/3/2031
32157,6/4/2031
16003,6/5/2031
92232,6/6/2031
110496,6/7/2031
26289,6/8/2031
66091,6/9/2031
27505,6/10/2031
80379,6/11/2031
32377,6/12/2031
31078,6/13/2031
104504,6/14/2031
36091,6/15/2031
80637,6/16/2031
100017,6/17/2031
24946,6/18/2031
107952,6/19/2031
129668,6/20/2031
47487,6/21/2031
78471,6/22/2031
13575,6/23/2031
33575,6/24/2031
1779,6/25/2031
61273,6/26/2031
9797,6/27/2031
39475,6/28/2031
27335,6/29/2031
47734,6/30/2031
99602,7/1/2031
118020,7/2/2031
29446,7/3/2031
116320,7/4/2031
47375,7/5/2031
38440,7/6/2031
33570,7/7/2031
1138,7/8/2031
81624,7/9/2031
98874,7/10/2031
26756,7/11/2031
44693,7/12/2031
98520,7/13/2031
12283,7/14/2031
11087,7/15/2031
5912,7/16/2031
57766,7/17/2031
781,7/18/2031
116258,7/19/2031
11074,7/20/2031
54303,7/21/2031
65217,7/22/2031
10372,7/23/2031
72453,7/24/2031
36720,7/25/2031
