Reason_ID,Vehicle_ID,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Speed_limit,Accident_Date,Pedestrian_Crossing-Human_Control,Accident_Severity
62969,1709,Fine without high winds,Daylight: Street light present,Dry,30,8/25/2020,None within 50 metres,3
47189,1710,Fine without high winds,Daylight: Street light present,Dry,30,8/25/2020,None within 50 metres,3
113800,1711,Fine without high winds,Daylight: Street light present,Dry,30,8/25/2020,None within 50 metres,2
70782,1712,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/25/2020,None within 50 metres,3
9604,1713,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2020,None within 50 metres,3
31589,1714,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/26/2020,None within 50 metres,2
56134,1715,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2020,None within 50 metres,3
12972,1716,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2020,None within 50 metres,3
127983,1717,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2020,None within 50 metres,3
56174,1718,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2020,None within 50 metres,3
116298,1719,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2020,None within 50 metres,2
77985,1720,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2020,None within 50 metres,3
25107,1721,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2020,None within 50 metres,2
126039,1722,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2020,None within 50 metres,2
2224,1723,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2020,None within 50 metres,3
58557,1724,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2020,None within 50 metres,3
35672,1725,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2020,None within 50 metres,2
1790,1726,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2020,None within 50 metres,3
6976,1727,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2020,None within 50 metres,3
125953,1728,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2020,None within 50 metres,3
101640,1729,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2020,None within 50 metres,3
121004,1730,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2020,None within 50 metres,3
83846,1731,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2020,None within 50 metres,3
122445,1732,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/29/2020,None within 50 metres,3
72245,1733,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2020,None within 50 metres,2
116814,1734,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2020,None within 50 metres,3
36541,1735,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2020,None within 50 metres,3
67369,1736,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2020,None within 50 metres,3
73865,1737,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2020,None within 50 metres,3
101040,1738,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2020,None within 50 metres,3
74672,1739,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2020,None within 50 metres,3
99763,1740,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/30/2020,None within 50 metres,2
34622,1741,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2020,None within 50 metres,3
24728,1742,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2020,None within 50 metres,3
99280,1743,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2020,None within 50 metres,3
52688,1744,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2020,None within 50 metres,3
39864,1745,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2020,None within 50 metres,3
75491,1746,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2020,None within 50 metres,3
41909,1747,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2020,None within 50 metres,2
120670,1748,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2020,None within 50 metres,2
81571,1749,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/31/2020,None within 50 metres,3
89443,1750,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2020,None within 50 metres,3
123749,1751,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2020,None within 50 metres,3
30970,1752,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2020,None within 50 metres,3
122511,1753,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2020,None within 50 metres,3
79995,1754,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2020,None within 50 metres,3
116226,1755,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2020,None within 50 metres,3
68016,1756,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2020,None within 50 metres,3
88328,1757,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2020,None within 50 metres,3
117198,1758,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2020,None within 50 metres,3
38687,1759,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2020,None within 50 metres,3
96493,1760,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2020,None within 50 metres,3
59461,1761,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2020,None within 50 metres,3
23374,1762,Fine without high winds,Daylight: Street light present,Dry,30,9/3/2020,None within 50 metres,3
69653,1763,Fine without high winds,Daylight: Street light present,Dry,30,9/3/2020,None within 50 metres,2
13405,1764,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/3/2020,None within 50 metres,3
122703,1765,Fine without high winds,Daylight: Street light present,Dry,30,9/3/2020,None within 50 metres,3
72292,1766,Fine without high winds,Daylight: Street light present,Dry,30,9/3/2020,None within 50 metres,3
19474,1767,Fine without high winds,Daylight: Street light present,Dry,30,9/3/2020,None within 50 metres,3
14088,1768,Fine without high winds,Daylight: Street light present,Dry,30,9/3/2020,None within 50 metres,3
121998,1769,Fine without high winds,Daylight: Street light present,Dry,30,9/4/2020,None within 50 metres,3
124984,1770,Fine without high winds,Daylight: Street light present,Dry,30,9/4/2020,None within 50 metres,3
89674,1771,Fine without high winds,Daylight: Street light present,Dry,30,9/4/2020,None within 50 metres,3
105723,1772,Fine without high winds,Daylight: Street light present,Wet/Damp,30,9/4/2020,None within 50 metres,2
84873,1773,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/4/2020,None within 50 metres,3
111159,1774,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/4/2020,None within 50 metres,3
82773,1775,Fine without high winds,Daylight: Street light present,Dry,30,9/4/2020,None within 50 metres,3
22778,1776,Fine without high winds,Daylight: Street light present,Dry,40,9/4/2020,None within 50 metres,3
106793,1777,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/4/2020,None within 50 metres,3
66432,1778,Fine without high winds,Daylight: Street light present,Dry,50,9/5/2020,None within 50 metres,3
2784,1779,Fine without high winds,Daylight: Street light present,Wet/Damp,30,9/5/2020,None within 50 metres,3
44334,1780,Fine without high winds,Daylight: Street light present,Dry,30,9/5/2020,None within 50 metres,3
105174,1781,Fine without high winds,Daylight: Street light present,Dry,30,9/5/2020,None within 50 metres,2
129036,1782,Fine without high winds,Daylight: Street light present,Dry,30,9/5/2020,None within 50 metres,3
4601,1783,Fine without high winds,Daylight: Street light present,Dry,30,9/5/2020,None within 50 metres,3
125404,1784,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,3
64238,1785,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,3
37229,1786,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,3
32894,1787,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,3
92601,1788,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,3
42458,1789,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,2
81057,1790,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,3
116563,1791,Fine without high winds,Daylight: Street light present,Dry,30,9/6/2020,None within 50 metres,2
28716,1792,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/6/2020,None within 50 metres,3
100696,1793,Fine without high winds,Daylight: Street light present,Wet/Damp,30,9/6/2020,None within 50 metres,3
119588,1794,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/7/2020,None within 50 metres,3
76710,1795,Fine without high winds,Daylight: Street light present,Dry,30,9/7/2020,None within 50 metres,3
120333,1796,Raining without high winds,Darkness: Street lights present but unlit,Wet/Damp,30,9/7/2020,None within 50 metres,3
28084,1797,Fine without high winds,Daylight: Street light present,Dry,30,9/8/2020,None within 50 metres,3
43446,1798,Fine without high winds,Daylight: Street light present,Dry,30,9/8/2020,None within 50 metres,3
103072,1799,Fine without high winds,Daylight: Street light present,Dry,30,9/9/2020,None within 50 metres,2
77232,1800,Fine without high winds,Daylight: Street light present,Dry,30,9/9/2020,None within 50 metres,3
109837,1801,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/9/2020,None within 50 metres,3
90117,1802,Fine without high winds,Daylight: Street light present,Dry,30,9/9/2020,None within 50 metres,3
42383,1803,Fine without high winds,Daylight: Street light present,Dry,30,9/9/2020,None within 50 metres,3
36445,1804,Fine without high winds,Daylight: Street light present,Dry,30,9/9/2020,None within 50 metres,3
78366,1805,Fine without high winds,Daylight: Street light present,Dry,30,9/9/2020,None within 50 metres,3
14252,1806,Fine without high winds,Daylight: Street light present,Dry,30,9/10/2020,None within 50 metres,3
125288,1807,Fine without high winds,Daylight: Street light present,Dry,30,9/10/2020,None within 50 metres,3
38881,1808,Fine without high winds,Daylight: Street light present,Dry,30,9/10/2020,None within 50 metres,2
129781,1809,Fine without high winds,Daylight: Street light present,Dry,30,9/10/2020,None within 50 metres,2
101205,1810,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/10/2020,None within 50 metres,3
10260,1811,Fine without high winds,Daylight: Street light present,Dry,30,9/10/2020,None within 50 metres,3
127092,1812,Fine without high winds,Daylight: Street light present,Dry,30,9/10/2020,None within 50 metres,3
54690,1813,Fine without high winds,Daylight: Street light present,Dry,30,9/10/2020,None within 50 metres,2
39460,1814,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/10/2020,None within 50 metres,3
43026,1815,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
11951,1816,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
120674,1817,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
30053,1818,Fine without high winds,Daylight: Street light present,Wet/Damp,30,9/11/2020,None within 50 metres,3
59374,1819,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
125229,1820,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
4264,1821,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
43498,1822,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
14650,1823,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
99240,1824,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
58974,1825,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
1840,1826,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
116867,1827,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
126055,1828,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
109567,1829,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
113808,1830,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
20691,1831,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
68786,1832,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
114554,1833,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
64111,1834,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
109374,1835,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
51769,1836,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
53471,1837,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
81486,1838,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
27820,1839,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/11/2020,None within 50 metres,3
109343,1840,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
71950,1841,Fine without high winds,Daylight: Street light present,Wet/Damp,30,9/11/2020,None within 50 metres,3
27780,1842,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
4727,1843,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/11/2020,None within 50 metres,3
25969,1844,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
73609,1845,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
106644,1846,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
79559,1847,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/11/2020,None within 50 metres,3
110967,1848,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
89494,1849,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
8195,1850,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
113272,1851,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/11/2020,None within 50 metres,3
25628,1852,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
515,1853,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
124214,1854,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
121646,1855,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
98967,1856,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
81883,1857,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,2
112479,1858,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
103058,1859,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
16009,1860,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
8972,1861,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
92364,1862,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
121174,1863,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
71391,1864,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
67573,1865,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
128705,1866,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
21068,1867,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
67570,1868,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
61749,1869,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
125135,1870,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
55549,1871,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
96023,1872,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/11/2020,None within 50 metres,3
78437,1873,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
114719,1874,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
55397,1875,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
113489,1876,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
66058,1877,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
17723,1878,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/11/2020,None within 50 metres,3
28169,1879,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
12449,1880,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
112309,1881,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
123737,1882,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
106866,1883,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
111069,1884,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
85212,1885,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
92896,1886,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
114705,1887,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,2
119101,1888,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
39572,1889,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/11/2020,None within 50 metres,3
94244,1890,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
769,1891,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
80195,1892,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
974,1893,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
53360,1894,Fine without high winds,Daylight: Street light present,Dry,30,9/11/2020,None within 50 metres,3
123551,1895,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/11/2020,None within 50 metres,3
18758,1896,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/12/2020,None within 50 metres,3
18971,1897,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/12/2020,None within 50 metres,3
118263,1898,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/12/2020,None within 50 metres,3
75489,1899,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/12/2020,None within 50 metres,3
14930,1900,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/12/2020,None within 50 metres,3
49829,1901,Fine without high winds,Daylight: Street light present,Dry,30,9/12/2020,None within 50 metres,3
106632,1902,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/12/2020,None within 50 metres,3
60517,1903,Fine without high winds,Daylight: Street light present,Dry,30,9/12/2020,None within 50 metres,2
40888,1904,Fine without high winds,Daylight: Street light present,Dry,30,9/13/2020,None within 50 metres,3
96288,1905,Unknown,Daylight: Street light present,Dry,30,9/13/2020,None within 50 metres,2
61132,1906,Fine without high winds,Daylight: Street light present,Dry,40,9/13/2020,None within 50 metres,3
125338,1907,Fine without high winds,Daylight: Street light present,Dry,30,9/13/2020,None within 50 metres,2
9229,1908,Fine without high winds,Daylight: Street light present,Dry,30,9/13/2020,None within 50 metres,3
83528,1909,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/13/2020,None within 50 metres,3
46138,1910,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/13/2020,None within 50 metres,3
49544,1911,Fine without high winds,Daylight: Street light present,Dry,30,9/14/2020,None within 50 metres,2
107125,1912,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/14/2020,None within 50 metres,3
29620,1913,Fine without high winds,Daylight: Street light present,Dry,30,9/14/2020,None within 50 metres,3
47324,1914,Fine without high winds,Daylight: Street light present,Dry,30,9/14/2020,None within 50 metres,3
6362,1915,Fine without high winds,Daylight: Street light present,Dry,30,9/14/2020,None within 50 metres,3
87,1916,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/14/2020,None within 50 metres,3
11230,1917,Fine without high winds,Daylight: Street light present,Dry,30,9/14/2020,None within 50 metres,3
114345,1918,Fine without high winds,Daylight: Street light present,Dry,30,9/15/2020,None within 50 metres,2
77076,1919,Fine without high winds,Daylight: Street light present,Dry,30,9/15/2020,None within 50 metres,3
97456,1920,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/15/2020,None within 50 metres,2
3676,1921,Fine without high winds,Daylight: Street light present,Dry,30,9/16/2020,None within 50 metres,3
52120,1922,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/16/2020,None within 50 metres,3
21570,1923,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/16/2020,None within 50 metres,3
68107,1924,Fine without high winds,Daylight: Street light present,Dry,30,9/16/2020,None within 50 metres,3
100541,1925,Fine without high winds,Daylight: Street light present,Dry,30,9/16/2020,None within 50 metres,3
40288,1926,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/16/2020,None within 50 metres,3
94437,1927,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/16/2020,None within 50 metres,3
85045,1928,Fine without high winds,Daylight: Street light present,Dry,30,9/17/2020,None within 50 metres,3
125592,1929,Fine without high winds,Daylight: Street light present,Dry,30,9/17/2020,None within 50 metres,3
48234,1930,Fine without high winds,Daylight: Street light present,Dry,30,9/17/2020,None within 50 metres,2
88291,1931,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/17/2020,None within 50 metres,3
73178,1932,Fine without high winds,Daylight: Street light present,Dry,30,9/17/2020,None within 50 metres,3
22684,1933,Fine without high winds,Daylight: Street light present,Dry,30,9/17/2020,None within 50 metres,3
101396,1934,Fine without high winds,Daylight: Street light present,Dry,30,9/17/2020,None within 50 metres,3
68930,1935,Fine without high winds,Daylight: Street light present,Dry,30,9/18/2020,None within 50 metres,3
68954,1936,Fine without high winds,Daylight: Street light present,Dry,30,9/18/2020,None within 50 metres,3
63827,1937,Fine without high winds,Daylight: Street light present,Dry,30,9/18/2020,None within 50 metres,3
109438,1938,Fine without high winds,Daylight: Street light present,Dry,30,9/18/2020,None within 50 metres,3
41285,1939,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/18/2020,None within 50 metres,3
17773,1940,Fine without high winds,Daylight: Street light present,Dry,30,9/18/2020,None within 50 metres,3
44995,1941,Fine without high winds,Daylight: Street light present,Dry,30,9/18/2020,None within 50 metres,3
125488,1942,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/19/2020,None within 50 metres,3
60874,1943,Fine without high winds,Daylight: Street light present,Dry,30,9/19/2020,None within 50 metres,2
9854,1944,Fine without high winds,Daylight: Street light present,Dry,30,9/19/2020,None within 50 metres,2
114208,1945,Fine without high winds,Darkness: Street lighting unknown,Dry,30,9/20/2020,None within 50 metres,3
63178,1946,Fine without high winds,Daylight: Street light present,Dry,30,9/20/2020,None within 50 metres,3
95873,1947,Fine without high winds,Daylight: Street light present,Dry,30,9/20/2020,None within 50 metres,3
1036,1948,Fine without high winds,Daylight: Street light present,Wet/Damp,30,9/20/2020,None within 50 metres,3
30351,1949,Fine without high winds,Daylight: Street light present,Dry,30,9/21/2020,None within 50 metres,3
123391,1950,Fine without high winds,Daylight: Street light present,Dry,30,9/21/2020,Control by other authorised person,3
111860,1951,Fine without high winds,Daylight: Street light present,Dry,30,9/21/2020,None within 50 metres,3
107519,1952,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/21/2020,None within 50 metres,3
18700,1953,Fine without high winds,Daylight: Street light present,Dry,30,9/21/2020,None within 50 metres,3
801,1954,Fine without high winds,Daylight: Street light present,Dry,30,9/21/2020,None within 50 metres,3
10633,1955,Fine without high winds,Daylight: Street light present,Dry,30,9/21/2020,None within 50 metres,3
83998,1956,Fine without high winds,Daylight: Street light present,Dry,30,9/22/2020,None within 50 metres,3
75202,1957,Fine without high winds,Daylight: Street light present,Dry,30,9/22/2020,None within 50 metres,3
47686,1958,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/22/2020,None within 50 metres,3
73731,1959,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/22/2020,None within 50 metres,3
111052,1960,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/22/2020,None within 50 metres,3
39185,1961,Fine without high winds,Daylight: Street light present,Dry,30,9/22/2020,None within 50 metres,3
90366,1962,Fine without high winds,Daylight: Street light present,Dry,30,9/22/2020,None within 50 metres,3
51400,1963,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/22/2020,None within 50 metres,2
40401,1964,Fine without high winds,Daylight: Street light present,Dry,30,9/22/2020,None within 50 metres,2
88862,1965,Fine without high winds,Daylight: Street light present,Dry,30,9/22/2020,None within 50 metres,3
62177,1966,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/22/2020,None within 50 metres,3
77788,1967,Fine without high winds,Daylight: Street light present,Dry,30,9/22/2020,None within 50 metres,3
84672,1968,Fine without high winds,Daylight: Street light present,Wet/Damp,30,9/23/2020,None within 50 metres,3
107722,1969,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,3
65077,1970,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,3
117010,1971,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,2
21883,1972,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,3
68114,1973,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/23/2020,None within 50 metres,3
104822,1974,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,3
33785,1975,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,3
84560,1976,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,3
26208,1977,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,3
117721,1978,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/23/2020,None within 50 metres,3
115695,1979,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/23/2020,None within 50 metres,3
99946,1980,Fine without high winds,Daylight: Street light present,Dry,30,9/23/2020,None within 50 metres,2
104044,1981,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/24/2020,None within 50 metres,3
71947,1982,Fine without high winds,Daylight: Street light present,Dry,30,9/24/2020,None within 50 metres,3
3621,1983,Fine without high winds,Daylight: Street light present,Dry,30,9/24/2020,None within 50 metres,3
82916,1984,Fine without high winds,Daylight: Street light present,Dry,30,9/24/2020,None within 50 metres,3
18669,1985,Fine without high winds,Daylight: Street light present,Dry,30,9/24/2020,None within 50 metres,3
95728,1986,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/24/2020,None within 50 metres,3
4422,1987,Fine without high winds,Daylight: Street light present,Dry,30,9/25/2020,None within 50 metres,3
88144,1988,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/25/2020,None within 50 metres,3
64411,1989,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/25/2020,None within 50 metres,3
60978,1990,Fine without high winds,Daylight: Street light present,Dry,30,9/25/2020,None within 50 metres,3
101233,1991,Fine without high winds,Daylight: Street light present,Dry,50,9/25/2020,None within 50 metres,2
85450,1992,Fine without high winds,Daylight: Street light present,Dry,30,9/25/2020,None within 50 metres,3
102474,1993,Fine without high winds,Daylight: Street light present,Dry,30,9/26/2020,None within 50 metres,3
114500,1994,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/26/2020,None within 50 metres,2
36791,1995,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/26/2020,None within 50 metres,3
25368,1996,Fine without high winds,Daylight: Street light present,Dry,30,9/26/2020,None within 50 metres,3
