Vehicle_ID,Vehicle_Name,Vehicle_Type,Color
17210,TOYOTA,02 - Automobile,GRAY
88058,TOYOTA,02 - Automobile,RED
58086,VOLV,02 - Automobile,BLACK
17220,FORD,02 - Automobile,RED
86697,CADI,02 - Automobile,RED
29977,NISSAN,02 - Automobile,WHITE
66569,SUZUKI,02 - Automobile,GOLD
83438,MERZ,02 - Automobile,BLACK
55613,LAND ROVER,02 - Automobile,BEIGE
18893,MITS,02 - Automobile,WHITE
47966,CHRYSLER,02 - Automobile,TAN
93052,ACURA,02 - Automobile,WHITE
56926,HYUN,02 - Automobile,WHITE
69257,TOYOTA,02 - Automobile,GRAY
34449,TOYOTA,02 - Automobile,GRAY
97510,TOYOTA,02 - Automobile,GRAY
28818,TOYOTA,02 - Automobile,GRAY
89805,TOYOTA,02 - Automobile,GRAY
37754,NISSAN,28 - Other,GRAY
3024,CHRY,02 - Automobile,
121173,DODGE,28 - Other,GREEN
12171,LAND ROVER,02 - Automobile,BLACK
114682,INFINITY,02 - Automobile,
66576,TOYOTA,02 - Automobile,MAROON
44773,FORD,02 - Automobile,WHITE
74985,INFI,02 - Automobile,SILVER
48993,INFI,02 - Automobile,WHITE
33170,TOYT,02 - Automobile,RED
93202,NONE,29 - Unknown,N/A
94094,NONE,29 - Unknown,N/A
66938,HOND,02 - Automobile,"BLUE, LIGHT"
70061,HONDA,02 - Automobile,RED
45500,JEEP,02 - Automobile,"BLUE, DARK"
120551,KIA,02 - Automobile,RED
111227,ACUR,02 - Automobile,BLACK
22277,ACUR,02 - Automobile,BLACK
118110,MITSUBISHI,02 - Automobile,BLACK
127726,FORD,02 - Automobile,BLUE
83378,CHEVROLET,02 - Automobile,WHITE
116396,SUBARU,02 - Automobile,SILVER
27570,SUB,02 - Automobile,GREEN
17553,TOYOTA,02 - Automobile,BLACK
52933,FORD,02 - Automobile,RED
69236,FORD,02 - Automobile,RED
5589,TOYOTA,02 - Automobile,TAN
116397,HYUNDAI,02 - Automobile,GRAY
86060,HONDA,02 - Automobile,BLUE
44742,HONDA,02 - Automobile,BLUE
10421,HONDA,02 - Automobile,BLUE
71475,WILDFIRE,28 - Other,YELLOW
123112,NISSAN,02 - Automobile,BLACK
117112,DODG,02 - Automobile,WHITE
83221,HONDA,02 - Automobile,BLACK
110727,HOND,02 - Automobile,GRAY
105060,SUBARU,02 - Automobile,SILVER
77494,VOLKSWAGON,02 - Automobile,SILVER
122293,CHEV,02 - Automobile,BLACK
5198,CHEV,02 - Automobile,BLACK
119912,HONDA,02 - Automobile,RED
9745,HONDA,02 - Automobile,WHITE
10403,NISSAN,02 - Automobile,WHITE
60068,HONDA,02 - Automobile,SILVER
129629,FORD,02 - Automobile,BLUE
15115,HONDA,02 - Automobile,"BLUE, LIGHT"
56655,TOYO,02 - Automobile,SILVER
17656,KIA,02 - Automobile,WHITE
43515,LEXUS,02 - Automobile,WHITE
103686,CHEVY,02 - Automobile,GOLD
100261,HONDA,02 - Automobile,RED
2566,HONDA,02 - Automobile,GRAY
36954,HONDA,02 - Automobile,SILVER
85887,AUDI,02 - Automobile,GRAY
112790,TOYOTA,02 - Automobile,SILVER
48562,TOYT,03 - Station Wagon,TAN
29431,HONDA,02 - Automobile,"GREEN, DK"
76375,MINI,02 - Automobile,BLUE
7348,FORD,02 - Automobile,GRAY
102585,CHRYSLER,02 - Automobile,RED
120820,HONDA,02 - Automobile,RED
30570,INFI,02 - Automobile,BLACK
129632,NISSAN,02 - Automobile,SILVER
111435,TOYT,02 - Automobile,BLACK
99051,TOYT,02 - Automobile,BLACK
91089,SUBARU,02 - Automobile,WHITE
9218,LAND ROVER,02 - Automobile,WHITE
44142,ACUR,02 - Automobile,SILVER
8662,HYUN,02 - Automobile,MAROON
77313,PLYMOUTH,02 - Automobile,GREEN
24091,MERCURY,02 - Automobile,"GREEN, DK"
129799,VOLKS,02 - Automobile,RED
8907,CHEV,02 - Automobile,GRAY
60755,BMW,02 - Automobile,WHITE
7475,ACUR,03 - Station Wagon,SILVER
13904,MERZ,02 - Automobile,SILVER
24207,CHRY,02 - Automobile,WHITE
127387,FORD,02 - Automobile,MAROON
32102,FORD,02 - Automobile,BLACK
60923,NISSAN,02 - Automobile,GOLD
74301,ACURA,02 - Automobile,BLUE
123959,HONDA,02 - Automobile,RED
17522,ACURA,02 - Automobile,SILVER
12026,CHEVROLET,28 - Other,WHITE
119692,HYUN,02 - Automobile,"GREEN, DK"
14064,BMW,02 - Automobile,SILVER
45126,JEEP,02 - Automobile,BLUE
36410,NONE,29 - Unknown,N/A
77677,TOYT,02 - Automobile,GOLD
93080,HONDA,02 - Automobile,BLACK
29286,GMC,28 - Other,BLACK
28414,KIA,02 - Automobile,RED
21840,TOYT,02 - Automobile,GRAY
42486,FORD,02 - Automobile,BLACK
49355,VOLKSWAGEN,02 - Automobile,BLACK
46728,FORD,02 - Automobile,BLACK
34516,HONDA,02 - Automobile,SILVER
7236,HOND,03 - Station Wagon,GRAY
85813,VOLKSWAGEN,02 - Automobile,WHITE
76379,HOND,02 - Automobile,SILVER
35230,LINCOLN,02 - Automobile,GRAY
127167,HONDA,02 - Automobile,GRAY
56679,CHEVY,02 - Automobile,WHITE
54901,NISSAN,02 - Automobile,SILVER
30642,HONDA,02 - Automobile,SILVER
49038,HYUNDAI,02 - Automobile,BLACK
65666,HYUNDAI,02 - Automobile,BLACK
77986,NIITRO,19 - Moped,RED
69194,LEXUS,02 - Automobile,SILVER
104096,CHEVY,02 - Automobile,RED
24109,NISSAB,02 - Automobile,GRAY
117444,CHEVY,02 - Automobile,SILVER
103292,FORD,03 - Station Wagon,"GREEN, LGT"
62028,AUDI,02 - Automobile,BLACK
117607,KIA,02 - Automobile,BLACK
115217,FORD,02 - Automobile,GRAY
78888,TOYT,02 - Automobile,BLACK
60946,BUICK,02 - Automobile,BROWN
74656,CHEVY,02 - Automobile,WHITE
106036,CHEV,02 - Automobile,WHITE
80877,CHEV,02 - Automobile,WHITE
55426,HONDAA,02 - Automobile,WHITE
66392,NISS,02 - Automobile,BLACK
31173,CHEVY,02 - Automobile,SILVER
117447,MAZDA,02 - Automobile,BLACK
62437,CHEVY,02 - Automobile,BLUE
75660,NISSAN,02 - Automobile,BLACK
100582,HONDA,02 - Automobile,"BLUE, LIGHT"
13287,HONDA,02 - Automobile,BLUE
10685,TOYT,02 - Automobile,GOLD
63255,DODGE,02 - Automobile,BLACK
114748,SUBARU,02 - Automobile,WHITE
90641,NISSAN,02 - Automobile,RED
65806,RANGE ROVER,02 - Automobile,BLACK
123657,FORD,02 - Automobile,RED
105042,TOYT,02 - Automobile,GRAY
13900,LEXUS,02 - Automobile,MAROON
7618,TOYOTA,02 - Automobile,GRAY
27420,NISS,02 - Automobile,BLUE
996,CHRY,02 - Automobile,RED
101160,HOND,02 - Automobile,ORANGE
47483,HYUN,02 - Automobile,BLACK
62757,CHEVROLET,02 - Automobile,BLACK
70036,CHRYSLER,02 - Automobile,BLUE
115693,FORD,02 - Automobile,RED
80458,NONE,29 - Unknown,N/A
91302,TOYOTA,05 - Light Duty Truck,SILVER
3638,BMW,02 - Automobile,BLUE
19415,TOYT,02 - Automobile,WHITE
55903,TOYOTA,02 - Automobile,BLACK
99068,VW,02 - Automobile,GRAY
81224,CHEVY,02 - Automobile,WHITE
115684,PONTIAC,02 - Automobile,SILVER
1429,TOYT,02 - Automobile,BLUE
23577,HYUNDAI,01 - Motorcycle,GRAY
28006,FORD,02 - Automobile,GREEN
68393,FORD,06 - Heavy Duty Truck,WHITE
42303,NISS,02 - Automobile,WHITE
19419,HOND,02 - Automobile,SILVER
60093,MAZDA,02 - Automobile,SILVER
76117,MERCEDES,02 - Automobile,BLACK
32336,VW,02 - Automobile,GRAY
43200,HONDA,08 - Recreational Vehicle,GRAY
9789,TOYT,02 - Automobile,MAROON
35739,HOND,02 - Automobile,GRAY
100988,HONDA,02 - Automobile,BLACK
78426,TOYT,02 - Automobile,GRAY
60870,CHEV,02 - Automobile,WHITE
25531,HOND,02 - Automobile,BLACK
7880,FORD,05 - Light Duty Truck,WHITE
88304,ACURA,02 - Automobile,BLACK
55153,TOYOTA,02 - Automobile,SILVER
72204,MERCEDES,02 - Automobile,BLACK
7159,CHEVROLET,02 - Automobile,GRAY
37224,HYUNDAI,02 - Automobile,WHITE
6894,NISSAN,02 - Automobile,GOLD
88038,NISS,02 - Automobile,BLACK
120011,CHEV,02 - Automobile,MAROON
98052,SUNNY,19 - Moped,RED
128984,TOYOTA,02 - Automobile,MAROON
84774,FORD,05 - Light Duty Truck,GRAY
69358,DODGE,02 - Automobile,WHITE
66338,CHEVROLET,02 - Automobile,BEIGE
408,ACURA,02 - Automobile,BLACK
54566,TOYOTA,02 - Automobile,BEIGE
70576,TOYOTA,02 - Automobile,GRAY
70236,LINCOLN,04 - Limousine,BLACK
22909,LEXU,02 - Automobile,SILVER
96609,HONDA,02 - Automobile,TAN
84781,FORD,02 - Automobile,WHITE
100336,CHEV,02 - Automobile,SILVER
105982,KIA,02 - Automobile,"GREEN, LGT"
50277,TOYT,02 - Automobile,"BLUE, LIGHT"
120722,HYUN,02 - Automobile,BLUE
126881,INFI,02 - Automobile,WHITE
24965,LAND ROVER,02 - Automobile,BLACK
66197,TOYT,02 - Automobile,BLUE
96113,CHRY,02 - Automobile,BLUE
67483,CHEVROLET,02 - Automobile,GOLD
73479,VOLVO,02 - Automobile,BLACK
12632,FORD,02 - Automobile,"BLUE, LIGHT"
57387,AUDI,02 - Automobile,BLUE
6534,LINC,02 - Automobile,RED
102668,HONDA,02 - Automobile,TAN
34710,LINCOLN,02 - Automobile,BLACK
104713,NISSAN,08 - Recreational Vehicle,BLUE
14787,VOLVO,02 - Automobile,GRAY
119874,TOYT,02 - Automobile,"BLUE, LIGHT"
45527,NISS,02 - Automobile,SILVER
23970,HONDA,02 - Automobile,SILVER
80331,FORD,02 - Automobile,WHITE
25682,TOYT,02 - Automobile,RED
14560,FORD,02 - Automobile,RED
112391,CHRYSLER,02 - Automobile,WHITE
124711,MACK,06 - Heavy Duty Truck,WHITE
1896,JEEP,02 - Automobile,RED
89848,HONDA,02 - Automobile,BLUE
105539,BMW,02 - Automobile,"BLUE, DARK"
62398,NISS,02 - Automobile,GRAY
61386,CHEVRLETE,02 - Automobile,MAROON
95491,MAZDA,02 - Automobile,RED
27775,HOND,02 - Automobile,"BLUE, DARK"
85022,MAZDA,02 - Automobile,"GREEN, DK"
25778,FORD,02 - Automobile,RED
109225,KIA,01 - Motorcycle,GRAY
71928,CHEVROLET,03 - Station Wagon,GREEN
62473,HOND,28 - Other,BLACK
113983,HONDA,02 - Automobile,SILVER
28690,VOLKSWAGON,02 - Automobile,GRAY
128718,JEEP,28 - Other,SILVER
78035,ACURA,02 - Automobile,WHITE
97863,HONDA,02 - Automobile,BLACK
84867,CHEVY,02 - Automobile,WHITE
47932,MERCEDES,02 - Automobile,SILVER
119302,FORD,02 - Automobile,WHITE
76644,HONDA,02 - Automobile,BLACK
8026,TOYOTA,08 - Recreational Vehicle,SILVER
36504,VOLK,02 - Automobile,GREEN
85490,DODGE,02 - Automobile,BLACK
6978,FORD,05 - Light Duty Truck,WHITE
93212,VOLK,02 - Automobile,GREEN
84183,BUICK,02 - Automobile,SILVER
67968,NISSAN,02 - Automobile,WHITE
45719,MERCEDES,02 - Automobile,BLACK
109062,CHEV,02 - Automobile,BEIGE
114835,FORD,05 - Light Duty Truck,BLACK
100982,HYUNDAI,02 - Automobile,MAROON
63793,SUBURU,02 - Automobile,BLUE
53580,FORD,02 - Automobile,WHITE
58033,TOYO,05 - Light Duty Truck,GRAY
72620,DODGE,28 - Other,BLUE
60598,AUDI,02 - Automobile,GOLD
115292,HYUNDIA,02 - Automobile,RED
96135,BMW,02 - Automobile,BLUE
107633,VOLK,02 - Automobile,GREEN
79516,HOND,02 - Automobile,SILVER
29681,VOLK,02 - Automobile,GREEN
24613,SUBARU,01 - Motorcycle,"BLUE, LIGHT"
81952,ACURA,02 - Automobile,BLUE
109154,FORD,02 - Automobile,"BLUE, DARK"
2018,DODGE,02 - Automobile,SILVER
22363,VOLKSWAGON,02 - Automobile,BLACK
54312,DODG,02 - Automobile,RED
13977,HONDA,02 - Automobile,BLACK
4849,DODGE,02 - Automobile,RED
78821,ISUZU,02 - Automobile,SILVER
19409,FORD,02 - Automobile,WHITE
1491,HONDA,02 - Automobile,"BLUE, DARK"
91845,HONDA,02 - Automobile,"BLUE, DARK"
92791,TOYT,02 - Automobile,SILVER
38522,HONDA,02 - Automobile,"GREEN, DK"
24309,FORD,02 - Automobile,RED
70599,CADILLAC,02 - Automobile,RED
55386,MAZDA,02 - Automobile,BLACK
52337,HYUN,02 - Automobile,BLUE
58253,HONDA,02 - Automobile,WHITE
86750,TOYOTA,02 - Automobile,SILVER
50911,HONDA,02 - Automobile,GRAY
105702,HYUNDAI,02 - Automobile,BLACK
61818,LEXUS,02 - Automobile,GRAY
95500,CHRY,02 - Automobile,SILVER
36435,HOND,02 - Automobile,WHITE
79734,HONDA,02 - Automobile,"BLUE, DARK"
71907,CHEVROLET,02 - Automobile,BLACK
97307,HONDA,02 - Automobile,"BLUE, DARK"
51029,TOYT,02 - Automobile,SILVER
34313,HONDA,02 - Automobile,WHITE
95908,DODGE,02 - Automobile,"BLUE, DARK"
17612,HONDA,02 - Automobile,SILVER
91370,JEEP,02 - Automobile,MAROON
56813,DODGE,02 - Automobile,RED
91908,HONDA,02 - Automobile,WHITE
92527,NISSAN,02 - Automobile,BLACK
58544,ACURA,02 - Automobile,GREEN
54336,MITSUBISHI,02 - Automobile,MAROON
114069,SCION,02 - Automobile,BLUE
22676,TOYT,02 - Automobile,SILVER
50358,TOYT,02 - Automobile,SILVER
8408,HYUN,02 - Automobile,SILVER
35769,CHRY,02 - Automobile,GRAY
42679,CHEV,02 - Automobile,TAN
57490,TOYT,02 - Automobile,SILVER
43974,HONDA,02 - Automobile,GREEN
92016,VOLKS,02 - Automobile,GRAY
104863,MERCURY,02 - Automobile,GRAY
11993,KEN,06 - Heavy Duty Truck,RED
81354,VOLKS,02 - Automobile,GRAY
45486,LEXU,05 - Light Duty Truck,WHITE
48595,FORD,02 - Automobile,RED
17657,MERZ,02 - Automobile,BLACK
54905,TOYT,02 - Automobile,SILVER
31194,HONDA,02 - Automobile,RED
80566,VOLKS,02 - Automobile,GRAY
110750,VOLKS,02 - Automobile,GRAY
104994,VOLKS,02 - Automobile,GRAY
115021,AUDI,02 - Automobile,SILVER
75783,NISS,02 - Automobile,SILVER
34660,TOYT,02 - Automobile,BLUE
37772,CADI,02 - Automobile,GRAY
1409,TOYT,02 - Automobile,BLACK
66794,TOYT,02 - Automobile,WHITE
31892,HONDA,02 - Automobile,BLACK
108887,TOYOTA,03 - Station Wagon,BLUE
108467,VOLK,02 - Automobile,BLUE
80214,LINCOLN,02 - Automobile,GOLD
58312,FORD,02 - Automobile,BLACK
63935,TOYT,02 - Automobile,BLACK
119036,HONDA,02 - Automobile,SILVER
92774,TOYT,28 - Other,WHITE
66236,TOYT,28 - Other,WHITE
98962,NISSAN,02 - Automobile,BLACK
42509,JEEP,28 - Other,"BLUE, DARK"
26507,JEEP,28 - Other,"BLUE, DARK"
21486,FORD,02 - Automobile,WHITE
45866,TOYT,02 - Automobile,SILVER
117358,TOYOTA,02 - Automobile,BLACK
53715,NISSAN,02 - Automobile,BLACK
96598,DODGE,05 - Light Duty Truck,BLUE
72560,BUICK,02 - Automobile,RED
66498,HONDA,02 - Automobile,BLUE
122787,TOYOTA,02 - Automobile,GOLD
63584,NISSAN,02 - Automobile,MAROON
118882,FORD,02 - Automobile,SILVER
78533,MINI,02 - Automobile,BLUE
75175,LEXS,02 - Automobile,WHITE
26213,KIA,02 - Automobile,GRAY
95358,CHEVY,02 - Automobile,RED
102041,TOYT,02 - Automobile,BLACK
108387,ISUZU,02 - Automobile,"GREEN, DK"
34205,HONDA,02 - Automobile,WHITE
63804,NISS,02 - Automobile,SILVER
68404,AUDI,02 - Automobile,BLUE
123202,BMW,02 - Automobile,BLACK
90963,CHEVORLET,02 - Automobile,BLACK
55239,CADILLAC,02 - Automobile,BEIGE
25942,INFINITI,02 - Automobile,BEIGE
45935,VOLV,02 - Automobile,SILVER
105848,HOND,02 - Automobile,GRAY
88334,TOYOTA,02 - Automobile,"BLUE, LIGHT"
90987,VOLK,02 - Automobile,BLUE
17452,MITISHBSHI,02 - Automobile,SILVER
86671,CHEV,02 - Automobile,GOLD
129736,ACUR,02 - Automobile,BLACK
81350,NISS,02 - Automobile,BLACK
31870,NISS,02 - Automobile,GRAY
45258,TOYOTA,02 - Automobile,BLUE
15891,TOYT,02 - Automobile,BLACK
93314,AUDI,02 - Automobile,BLACK
48084,TOYOTA,02 - Automobile,GRAY
83944,DODGE,02 - Automobile,GREEN
40841,MAZDA,02 - Automobile,SILVER
92408,IZUZU,05 - Light Duty Truck,GRAY
11281,MERC,02 - Automobile,TAN
23693,HOND,02 - Automobile,BLACK
69419,NISSAN,02 - Automobile,GREEN
125557,TOYOTA,02 - Automobile,GRAY
26249,MAZDA,02 - Automobile,BROWN
47602,TOYOTA,02 - Automobile,BLACK
18997,BUICK,02 - Automobile,SILVER
91137,SUBARU,02 - Automobile,BLUE
88010,MERCEDES,02 - Automobile,WHITE
75413,TOYT,02 - Automobile,GRAY
125485,HONDA,02 - Automobile,"GREEN, DK"
76051,HONDA,02 - Automobile,BLACK
103107,NISS,02 - Automobile,GRAY
121490,CHYSLER,02 - Automobile,SILVER
17525,FORD,02 - Automobile,WHITE
34311,TOYOTA,02 - Automobile,SILVER
31616,BMW,02 - Automobile,BLACK
122839,HONDA,02 - Automobile,WHITE
17127,DODGE,02 - Automobile,BLUE
107658,TOYOTA,02 - Automobile,BEIGE
89860,HOND,02 - Automobile,SILVER
105061,VOLV,02 - Automobile,WHITE
86089,NIS,02 - Automobile,SILVER
84180,VOLK,02 - Automobile,GRAY
27244,SUBARU,02 - Automobile,GRAY
82329,HYUN,02 - Automobile,GOLD
75227,CHEV,02 - Automobile,GRAY
46987,MINI,02 - Automobile,RED
102226,NISSAN,02 - Automobile,BLUE
103753,TOYOTA,02 - Automobile,BLUE
33873,BMW,02 - Automobile,BLACK
104000,TOYOTA,02 - Automobile,RED
10106,VOLKSWAGON,02 - Automobile,GRAY
3119,HONDA,02 - Automobile,BLACK
19586,CHEVY,02 - Automobile,GREEN
88203,BUICK,02 - Automobile,BEIGE
39578,HONDA,02 - Automobile,SILVER
114863,HONDA,02 - Automobile,BLUE
118887,CHEV,02 - Automobile,BLACK
119648,NISS,02 - Automobile,BLACK
33607,TOYOTA,02 - Automobile,SILVER
112707,HYUNDAI,02 - Automobile,WHITE
21402,SATURN,02 - Automobile,GREEN
122749,TOYOTA,02 - Automobile,SILVER
16794,SATURRN,02 - Automobile,BLACK
48177,HYUNDAI,02 - Automobile,BLACK
116954,TOYOTA,02 - Automobile,BLUE
91567,FORD,02 - Automobile,RED
15729,HONDA,02 - Automobile,BLACK
89697,DODGE,02 - Automobile,SILVER
63074,NISS,02 - Automobile,GOLD
114798,NISSAN,02 - Automobile,GRAY
43558,TOYOTA,02 - Automobile,SILVER
126168,CADILLAC,02 - Automobile,BLACK
39858,HONDA,02 - Automobile,BLACK
25100,TOYOTA,02 - Automobile,BLUE
50861,MITSUBISHI,02 - Automobile,SILVER
98576,FORD,02 - Automobile,"BLUE, LIGHT"
51846,HONDA,02 - Automobile,BLACK
94542,NISSAN,02 - Automobile,TAN
77610,JEEP,02 - Automobile,RED
117936,KIA,02 - Automobile,WHITE
9555,LEXUS,02 - Automobile,BLACK
28851,NISSAN,02 - Automobile,GRAY
96143,HOND,02 - Automobile,SILVER
67329,HONDA,02 - Automobile,SILVER
122355,SUZUKI,02 - Automobile,BLUE
89374,MERZ,02 - Automobile,WHITE
25962,TOYOTA,02 - Automobile,SILVER
117523,TOYOTA,05 - Light Duty Truck,WHITE
11608,HONDA,02 - Automobile,BLACK
50957,HONDA,02 - Automobile,GREEN
78653,NISSAN,02 - Automobile,SILVER
57890,GMC,02 - Automobile,BLUE
110753,CHEVY,02 - Automobile,BLUE
90140,PLYMOUTH,02 - Automobile,"GREEN, DK"
3520,KIA,02 - Automobile,RED
3913,NISSAN,02 - Automobile,SILVER
80093,LOTUS,02 - Automobile,ORANGE
40265,BMW,02 - Automobile,BLACK
85590,CHEVY,02 - Automobile,BLACK
5644,HONDA,02 - Automobile,WHITE
2519,KIA,02 - Automobile,BLACK
46744,CHEVROLET,02 - Automobile,BLACK
74177,VOLKSWAGON,02 - Automobile,BLUE
54340,HONDA,02 - Automobile,GOLD
957,TOYOTA,02 - Automobile,RED
96489,TOYOTA,02 - Automobile,ORANGE
25318,HONDA,02 - Automobile,TAN
73463,TOYT,02 - Automobile,SILVER
39220,HOND,02 - Automobile,SILVER
58918,FORD,02 - Automobile,RED
2239,HONDA,02 - Automobile,YELLOW
26918,TOYOTA,02 - Automobile,GRAY
13676,SUBARU,02 - Automobile,RED
39053,GMC,06 - Heavy Duty Truck,WHITE
93851,CHEVY,02 - Automobile,BLACK
91425,JEEP,02 - Automobile,BLUE
10367,INFINITI,02 - Automobile,SILVER
69055,CHEV,02 - Automobile,SILVER
69948,NISS,02 - Automobile,GREEN
110841,MERC,02 - Automobile,BLUE
59801,PONT,02 - Automobile,GOLD
106107,JAGUAR,02 - Automobile,RED
21290,VOLKS,02 - Automobile,YELLOW
122083,CHEV,02 - Automobile,WHITE
35497,HONDA,02 - Automobile,BLACK
106531,CHEVY,02 - Automobile,WHITE
32243,JAGUAR,02 - Automobile,GOLD
85050,FORD,02 - Automobile,WHITE
84411,LEXU,02 - Automobile,WHITE
39052,MITSUBISHI,02 - Automobile,RED
51780,VOLKSWAGON,02 - Automobile,BLUE
22758,HONDA,02 - Automobile,BLACK
58616,NISSAN,02 - Automobile,BLACK
120215,DODGE,02 - Automobile,"BLUE, DARK"
70180,INFINITY,02 - Automobile,GRAY
75318,INFI,02 - Automobile,BLACK
58306,HONDA,02 - Automobile,BLACK
3185,UNKNOWN,28 - Other,WHITE
110092,NISS,02 - Automobile,TAN
12117,TOYOTA,02 - Automobile,BLUE
47826,NISS,02 - Automobile,SILVER
106791,HOND,02 - Automobile,SILVER
94722,TOYOTA,05 - Light Duty Truck,GRAY
50363,NISSAN,02 - Automobile,"BLUE, LIGHT"
7651,FORD,02 - Automobile,SILVER
65862,FORD,06 - Heavy Duty Truck,WHITE
100270,LEXUS,02 - Automobile,BLACK
70405,SUZUKI,02 - Automobile,GOLD
93864,CHEV,02 - Automobile,GRAY
45100,TOYT,02 - Automobile,BLACK
116981,ACURA,02 - Automobile,WHITE
72497,HOND,02 - Automobile,GRAY
117841,HONDA,02 - Automobile,SILVER
80343,BMW,02 - Automobile,BLUE
78711,VOLKSWAGON,02 - Automobile,GRAY
66461,HYUN,02 - Automobile,WHITE
28379,VOLK,02 - Automobile,"GREEN, DK"
129306,FORD,02 - Automobile,RED
30943,FORD,02 - Automobile,RED
4330,JEEP,02 - Automobile,SILVER
5268,LAND ROVER,02 - Automobile,BEIGE
109208,NISS,02 - Automobile,GRAY
102061,CHRYSLER,02 - Automobile,TAN
25991,FORD,02 - Automobile,BLUE
46107,HYUN,02 - Automobile,WHITE
51907,TOYOTA,02 - Automobile,MAROON
57241,JEEP,02 - Automobile,BLUE
123896,HYUN,02 - Automobile,GOLD
118355,MITSUBISHI,02 - Automobile,RED
128823,MITSUBISHI,02 - Automobile,RED
40181,MITSUBISHI,02 - Automobile,RED
77039,MITSUBISHI,02 - Automobile,RED
53655,TOYOTA,02 - Automobile,SILVER
61362,HOND,02 - Automobile,GRAY
33269,TOYOTA,02 - Automobile,"BLUE, LIGHT"
81427,CADI,02 - Automobile,BLACK
105475,TOYT,02 - Automobile,RED
24917,CHEV,02 - Automobile,GRAY
38328,MITSUBISHI,02 - Automobile,RED
101554,HONDA,02 - Automobile,BRONZE
6825,HOND,02 - Automobile,GRAY
70492,ISUZ,06 - Heavy Duty Truck,WHITE
7039,MAZDA,02 - Automobile,GRAY
101371,KIA,02 - Automobile,BLACK
84332,DODGE,02 - Automobile,MAROON
37744,HONDA,02 - Automobile,SILVER
61381,MAZDA,02 - Automobile,RED
77926,MERCEDES,02 - Automobile,GRAY
33509,MAZDA,02 - Automobile,SILVER
93270,MITSUBISHI,02 - Automobile,TAN
121347,ISUZ,06 - Heavy Duty Truck,WHITE
108684,ISUZ,06 - Heavy Duty Truck,WHITE
124925,ISU,06 - Heavy Duty Truck,GREEN
125236,WILDFIRE,28 - Other,YELLOW
101314,DODG,02 - Automobile,SILVER
121287,CHEV,02 - Automobile,GRAY
79510,CHEV,02 - Automobile,GRAY
15510,HONDA,02 - Automobile,WHITE
129182,NISSAN,02 - Automobile,WHITE
1225,CHEV,02 - Automobile,WHITE
35147,NISS,02 - Automobile,BEIGE
14724,HONDA,02 - Automobile,BEIGE
101380,HONDA,02 - Automobile,BLUE
112213,VW,02 - Automobile,BLACK
14196,HOND,02 - Automobile,GOLD
110528,TOYO,02 - Automobile,BRONZE
114028,TOYOTA,02 - Automobile,RED
56221,BMW,02 - Automobile,SILVER
58819,MINI,02 - Automobile,BLUE
54019,TOYOTA,02 - Automobile,SILVER
25065,DODGE,02 - Automobile,BLUE
29957,BMW,02 - Automobile,GRAY
90753,VOLVO,02 - Automobile,SILVER
22557,INFI,02 - Automobile,BLACK
122081,NISSAN,02 - Automobile,SILVER
71697,HONDA,02 - Automobile,GREEN
78572,HOND,02 - Automobile,WHITE
60201,HOND,02 - Automobile,WHITE
46022,TOYOTA,02 - Automobile,SILVER
35220,ACUR,02 - Automobile,SILVER
83770,GMC,04 - Limousine,WHITE
2364,CHEV,02 - Automobile,YELLOW
32574,MERCURY,02 - Automobile,"GREEN, DK"
45415,MERCURY,02 - Automobile,BLUE
4502,BUICK,02 - Automobile,BLACK
83245,NISS,02 - Automobile,BLACK
32406,FORD,02 - Automobile,GRAY
34410,MERZ,02 - Automobile,SILVER
70762,NISSAN,02 - Automobile,WHITE
21748,CHEVROLET,02 - Automobile,BLUE
63137,TOYT,02 - Automobile,BLACK
1629,HOND,05 - Light Duty Truck,WHITE
127813,INTL,06 - Heavy Duty Truck,BLACK
10512,NISSAN,02 - Automobile,GOLD
16504,INTL,06 - Heavy Duty Truck,BLACK
71605,HONDA,02 - Automobile,RED
124227,HONDA,02 - Automobile,BLACK
127589,BMW,02 - Automobile,WHITE
17566,CHRY,02 - Automobile,WHITE
85206,FORD,02 - Automobile,MAROON
882,BMW,02 - Automobile,SILVER
4311,JEEP,02 - Automobile,BLUE
7416,NONE,29 - Unknown,N/A
2454,FORD,06 - Heavy Duty Truck,WHITE
69770,FORD,06 - Heavy Duty Truck,WHITE
33692,FORD,02 - Automobile,RED
76492,HOND,02 - Automobile,BEIGE
103013,FORD,02 - Automobile,BLACK
90096,HONDA,02 - Automobile,SILVER
98667,HOND,02 - Automobile,RED
78611,FORD,02 - Automobile,BLUE
71238,VOLKSWAGON,02 - Automobile,BLACK
129027,PONT,02 - Automobile,RED
3697,MAZD,02 - Automobile,"GREEN, LGT"
67848,NISSAN,02 - Automobile,"BLUE, DARK"
27159,LEXUS,02 - Automobile,WHITE
28630,FORD,06 - Heavy Duty Truck,WHITE
13366,JEEP,02 - Automobile,YELLOW
81429,NISS,02 - Automobile,TAN
13720,TOYOTA,02 - Automobile,BLACK
29830,TOYOTA,02 - Automobile,BLACK
65980,HONDA,02 - Automobile,BLACK
120213,NISSAN,02 - Automobile,GRAY
114961,CHEV,02 - Automobile,SILVER
45134,NISSAB,02 - Automobile,GRAY
13462,CHEVY,02 - Automobile,SILVER
69748,TOYOTA,02 - Automobile,GRAY
18034,HONDA,02 - Automobile,WHITE
